ERCOT Total Solar Generation (MW),ERCOT Total Wind Generation (MW),Coastal Wind Generation (MW),North Wind Generation (MW),Panhandle Wind Generation (MW),South Wind Generation (MW),West Wind Generation (MW),Hour Ending,Year,Month,Day,Timestamp,Maximum energy deliverable before curtailment (MWh),Energy actually delivered (MWh),Curtailment (MWh),Price ($/MWh) at the nodal level in the Real Time market,TOTAL Actual Load (MW),SystemTotal Forecast Load (MW)
6720.15,3025.78,189.18,0.03,914.76,64.02,1857.79,12,2023,5,21,5/21/2023 12:00,0.0,0.0,0,20.9,44085.48,42494.390015
8025.43,2813.24,199.82,1.2,1166.46,76.08,1369.68,13,2023,5,21,5/21/2023 13:00,0.0,0.0,0,20.45,45500.69,43845.659912
8695.3,2607.25,225.75,0.08,1297.93,86.58,996.91,14,2023,5,21,5/21/2023 14:00,0.0,0.0,0,20.1,46633.98,45227.300293
9129.5,2673.24,456.53,0.02,1431.17,112.42,673.1,15,2023,5,21,5/21/2023 15:00,0.0,0.0,0,21.89,47430.67,46405.34021
8751.24,2791.45,568.8,0.01,1418.15,99.16,705.33,16,2023,5,21,5/21/2023 16:00,0.0,0.0,0,24.93,48178.2,47066.861084
8501.53,3519.46,667.74,0.18,1509.57,103.47,1238.5,17,2023,5,21,5/21/2023 17:00,0.0,0.0,0,22.32,48562.52,47819.440186
7689.36,4737.48,769.8,0.53,1874.7,189.23,1903.22,18,2023,5,21,5/21/2023 18:00,0.0,0.0,0,21.06,48926.57,48016.48999
5939.05,5931.5,610.74,5.11,2556.68,294.79,2464.18,19,2023,5,21,5/21/2023 19:00,0.4,0.4,0,20.13,49315.65,48176.31958
2831.17,7000.31,423.85,16.84,2745.18,455.79,3358.65,20,2023,5,21,5/21/2023 20:00,0.9,0.9,0,19.64,48904.88,47828.460205
256.64,8015.92,253.82,31.16,2468.97,654.75,4607.22,21,2023,5,21,5/21/2023 21:00,1.4,1.4,0,20.2,49128.98,48100.899902
0.56,8843.95,157.48,76.55,2311.66,591.74,5706.52,22,2023,5,21,5/21/2023 22:00,7.8,7.8,0,19.56,48607.19,47610.789551
0.4,9388.74,195.34,107.15,2078.29,583.14,6424.82,23,2023,5,21,5/21/2023 23:00,8.3,8.3,0,19.93,46139.58,45260.89978
0.38,9865.06,262.09,249.39,1228.42,619.9,7505.26,1,2023,5,22,5/22/2023 1:00,11.8,11.8,0,20.29,40291.66,39994.57312
0.37,8560.15,171.64,334.26,958.1,601.75,6494.4,2,2023,5,22,5/22/2023 2:00,10.3,10.3,0,21.54,38614.36,37728.552246
0.61,8201.34,103.83,293.65,1230.05,446.76,6127.05,3,2023,5,22,5/22/2023 3:00,16.4,16.4,0,25.25,37476.29,35889.291992
0.39,7604.65,93.21,319.46,1568.21,345.03,5278.74,4,2023,5,22,5/22/2023 4:00,21.3,21.3,0,22.37,37156.77,35225.7724
0.39,5555.07,130.5,390.04,1222.26,353.75,3458.52,5,2023,5,22,5/22/2023 5:00,20.5,20.5,0,22.18,37589.48,35260.37439
0.37,4246.53,155.18,289.81,664.99,382.19,2754.36,6,2023,5,22,5/22/2023 6:00,15.9,15.9,0,17.96,39126.18,36906.459412
40.69,5209.39,145.11,292.65,467.36,362.22,3942.05,7,2023,5,22,5/22/2023 7:00,17.1,17.1,0,17.45,41383.52,39297.539856
1586.06,6370.61,144.24,286.35,615.34,334.65,4990.03,8,2023,5,22,5/22/2023 8:00,23.2,23.2,0,18.24,42371.92,40565.547668
5622.42,5164.54,63.47,143.98,526.12,151.9,4279.07,9,2023,5,22,5/22/2023 9:00,12.4,12.4,0,17.11,43567.53,42155.40979
8112.29,4697.65,35.22,92.0,709.09,51.49,3809.85,10,2023,5,22,5/22/2023 10:00,3.2,3.2,0,19.06,45129.81,44154.859497
10299.06,4034.44,6.97,104.48,583.43,20.2,3319.36,11,2023,5,22,5/22/2023 11:00,5.8,5.8,0,24.34,47455.03,46314.390015
11536.57,3667.12,1.59,57.29,543.68,14.0,3050.56,12,2023,5,22,5/22/2023 12:00,1.8,1.8,0,39.46,50137.8,48229.960327
11464.65,3276.89,13.63,22.1,452.72,7.79,2780.65,13,2023,5,22,5/22/2023 13:00,1.2,1.2,0,28.24,52542.96,50012.320435
10930.45,3194.16,31.52,5.54,574.88,9.54,2572.68,14,2023,5,22,5/22/2023 14:00,0.5,0.5,0,20.07,55081.7,52132.970337
10570.6,3605.65,63.08,3.21,832.12,14.25,2692.99,15,2023,5,22,5/22/2023 15:00,0.4,0.4,0,18.93,57358.19,54235.770386
9608.31,4769.29,83.26,5.63,1071.31,24.29,3584.8,16,2023,5,22,5/22/2023 16:00,2.5,2.5,0,17.01,59163.52,56305.129883
8349.69,6455.91,155.79,36.36,1081.02,55.69,5127.05,17,2023,5,22,5/22/2023 17:00,5.9,5.9,0,19.41,60611.32,58141.078979
6978.24,8906.35,423.62,147.22,1478.0,121.34,6736.17,18,2023,5,22,5/22/2023 18:00,9.6,9.6,0,21.67,61087.04,59156.680786
4535.72,11769.49,846.86,294.71,1469.81,178.87,8979.24,19,2023,5,22,5/22/2023 19:00,15.3,15.3,0,23.48,60472.76,58169.169678
1545.54,12634.58,978.49,428.47,1681.94,370.52,9175.16,20,2023,5,22,5/22/2023 20:00,25.8,25.8,0,30.14,58503.58,56019.019409
103.22,12489.14,882.71,586.4,1499.48,887.42,8633.13,21,2023,5,22,5/22/2023 21:00,25.8,25.8,0,24.86,56569.05,54886.09021
0.25,13277.88,816.6,847.81,2000.28,1236.25,8376.94,22,2023,5,22,5/22/2023 22:00,37.4,37.4,0,27.17,54641.44,53063.079712
0.22,14057.99,705.12,801.0,1966.75,1340.01,9245.11,23,2023,5,22,5/22/2023 23:00,16.4,16.4,0,31.23,51037.96,49461.570679
0.2,13153.18,377.62,891.26,1531.42,1135.57,9217.31,1,2023,5,23,5/23/2023 1:00,31.5,31.5,0,22.75,43597.46,43120.329956
0.22,12244.93,125.97,1176.83,1182.41,1110.38,8649.34,2,2023,5,23,5/23/2023 2:00,61.3,61.3,0,30.33,41371.62,40950.157898
1.02,10550.29,41.79,928.9,1210.74,1022.5,7346.36,3,2023,5,23,5/23/2023 3:00,29.8,29.8,0,22.17,40090.37,38849.470032
0.33,9557.74,19.78,566.33,1217.79,988.37,6765.47,4,2023,5,23,5/23/2023 4:00,34.4,34.4,0,21.9,39369.87,37468.419922
0.2,8768.05,23.5,283.38,1093.34,946.22,6421.61,5,2023,5,23,5/23/2023 5:00,0.5,0.5,0,20.85,39416.52,37109.164001
0.21,8992.08,19.19,218.33,886.08,879.17,6989.31,6,2023,5,23,5/23/2023 6:00,0.0,0.0,0,19.62,40497.83,38517.847839
31.7,9563.77,61.82,358.0,646.41,824.57,7672.97,7,2023,5,23,5/23/2023 7:00,0.0,0.0,0,16.71,42473.38,40805.682678
2232.51,9781.24,97.03,646.22,345.5,847.7,7844.79,8,2023,5,23,5/23/2023 8:00,0.6,0.6,0,17.15,43887.67,41940.990479
7374.07,8414.35,21.87,325.84,523.32,571.35,6971.97,9,2023,5,23,5/23/2023 9:00,0.0,0.0,0,16.58,45568.98,43798.329102
10097.81,8715.25,27.7,147.63,720.73,500.05,7319.14,10,2023,5,23,5/23/2023 10:00,4.3,4.3,0,18.44,48009.14,46560.959961
11313.85,7143.04,5.57,144.04,506.23,493.05,5994.15,11,2023,5,23,5/23/2023 11:00,7.2,7.2,0,17.48,50694.97,49592.650757
11560.81,5054.66,11.51,126.98,288.22,477.94,4150.01,12,2023,5,23,5/23/2023 12:00,5.2,5.2,0,19.01,53570.14,52595.019043
11412.21,3700.33,65.09,110.5,180.0,470.64,2874.1,13,2023,5,23,5/23/2023 13:00,2.6,2.6,0,19.23,55822.68,55630.389648
11381.13,2888.13,183.49,86.17,113.0,432.87,2072.6,14,2023,5,23,5/23/2023 14:00,1.2,1.2,0,17.67,58683.33,58729.80957
11237.46,2943.45,316.54,118.95,124.06,493.18,1890.72,15,2023,5,23,5/23/2023 15:00,3.1,2.1,1,16.13,61043.47,61288.210449
11126.8,3817.65,519.85,164.95,234.7,625.21,2272.94,16,2023,5,23,5/23/2023 16:00,4.0,4.0,0,18.44,62896.2,63035.980835
10073.81,5453.06,858.65,272.8,475.4,827.75,3018.46,17,2023,5,23,5/23/2023 17:00,10.9,10.9,0,20.13,64065.61,64267.201294
8487.42,7336.47,1136.9,402.42,904.71,1036.58,3855.86,18,2023,5,23,5/23/2023 18:00,16.6,16.6,0,39.34,64124.85,63971.619751
6664.78,10187.46,1274.72,650.2,1328.38,1264.9,5669.26,19,2023,5,23,5/23/2023 19:00,22.7,22.7,0,44.43,63121.03,62168.110229
3417.33,12388.42,1270.56,850.97,1255.74,1647.76,7363.39,20,2023,5,23,5/23/2023 20:00,23.3,23.3,0,61.38,60851.79,59103.359741
333.72,14518.2,1208.03,1061.97,1507.51,1763.56,8977.13,21,2023,5,23,5/23/2023 21:00,34.8,34.8,0,69.59,58911.27,57237.949585
1.12,15551.64,1113.96,1382.48,1357.21,1496.09,10201.9,22,2023,5,23,5/23/2023 22:00,60.6,60.6,0,75.19,56809.67,55251.150146
0.22,14117.99,1209.31,1177.17,920.99,1527.86,9282.66,23,2023,5,23,5/23/2023 23:00,37.0,37.0,0,75.97,53001.95,51442.439697
0.22,13203.76,1109.65,1060.44,635.6,1415.21,8982.86,24,2023,5,23,5/24/2023 0:00,49.5,49.5,0,57.21,49185.87,47582.389404
0.2,13044.41,1031.01,1082.83,676.24,1372.55,8881.78,1,2023,5,24,5/24/2023 1:00,39.6,39.6,0,25.93,45554.66,45972.350098
0.2,11981.5,742.6,1135.41,737.11,1349.41,8016.97,2,2023,5,24,5/24/2023 2:00,4.3,4.3,0,24.28,43112.91,43263.439331
0.22,10106.35,522.15,747.81,476.54,1197.39,7162.46,3,2023,5,24,5/24/2023 3:00,0.0,0.0,0,30.55,41375.95,40913.737793
0.2,7437.39,270.93,407.55,307.36,986.62,5464.93,4,2023,5,24,5/24/2023 4:00,0.0,0.0,0,26.96,40458.05,39403.064453
0.18,5998.13,309.85,174.26,128.89,974.13,4411.0,5,2023,5,24,5/24/2023 5:00,0.0,0.0,0,46.5,40205.69,38961.108643
0.24,5730.47,265.02,333.35,70.62,1059.67,4001.81,6,2023,5,24,5/24/2023 6:00,0.0,0.0,0,21.66,41136.5,40229.456299
10.29,5779.12,461.47,486.7,54.64,1294.73,3481.58,7,2023,5,24,5/24/2023 7:00,0.0,0.0,0,19.55,43338.37,42439.584595
1302.69,5527.76,996.18,226.54,27.36,1159.54,3118.14,8,2023,5,24,5/24/2023 8:00,0.0,0.0,0,19.46,44673.46,43483.94635
3994.75,5525.53,768.92,181.51,7.83,1107.5,3459.77,9,2023,5,24,5/24/2023 9:00,0.0,0.0,0,21.87,45572.84,45381.901978
5612.47,5540.74,483.87,132.47,27.41,1369.46,3527.53,10,2023,5,24,5/24/2023 10:00,0.0,0.0,0,25.31,47419.28,47789.469727
7758.72,4775.49,361.13,84.7,104.62,1310.38,2914.66,11,2023,5,24,5/24/2023 11:00,0.0,0.0,0,23.28,49677.12,50451.968994
9356.21,4757.49,524.05,54.87,205.75,1153.21,2819.61,12,2023,5,24,5/24/2023 12:00,0.0,0.0,0,29.19,52140.85,53061.970703
9943.8,5014.75,498.94,54.7,328.61,891.1,3241.4,13,2023,5,24,5/24/2023 13:00,0.0,0.0,0,31.36,54385.72,55797.529907
10095.59,6020.91,628.98,30.23,504.68,478.8,4378.22,14,2023,5,24,5/24/2023 14:00,0.0,0.0,0,29.98,57154.7,58590.030151
10754.45,6264.14,646.45,25.74,548.87,323.17,4719.91,15,2023,5,24,5/24/2023 15:00,0.0,0.0,0,22.49,59358.94,60800.030884
10814.6,7219.41,773.09,52.76,696.34,396.24,5300.98,16,2023,5,24,5/24/2023 16:00,0.0,0.0,0,23.35,60983.71,62310.679565
10752.54,7913.89,717.59,93.79,1005.94,572.74,5523.83,17,2023,5,24,5/24/2023 17:00,0.0,0.0,0,21.39,62285.03,63460.350464
9500.96,8127.26,622.22,99.28,1379.77,897.05,5128.94,18,2023,5,24,5/24/2023 18:00,0.0,0.0,0,21.03,62414.37,63264.34021
6903.54,9230.65,939.3,143.65,1702.56,1192.01,5253.13,19,2023,5,24,5/24/2023 19:00,6.3,6.3,0,23.64,61342.18,61720.799316
3033.03,10317.9,1161.86,136.97,2026.36,1314.14,5678.57,20,2023,5,24,5/24/2023 20:00,5.0,5.0,0,33.77,59309.76,58938.190308
226.87,10680.43,1000.99,273.05,1840.3,1345.04,6221.05,21,2023,5,24,5/24/2023 21:00,5.4,5.4,0,23.49,57002.81,57411.590454
0.26,11537.28,827.55,524.24,1739.68,1166.78,7279.03,22,2023,5,24,5/24/2023 22:00,11.4,11.4,0,23.48,55458.38,55539.739868
0.21,11713.19,719.69,625.8,1829.39,1185.78,7352.53,23,2023,5,24,5/24/2023 23:00,22.4,22.4,0,27.16,52320.69,51775.379517
0.21,11670.14,552.38,459.2,1952.45,1226.98,7479.13,24,2023,5,24,5/25/2023 0:00,17.6,17.6,0,56.42,48495.1,47752.530029
0.18,12071.71,379.05,575.65,2030.43,1189.02,7897.56,1,2023,5,25,5/25/2023 1:00,17.3,17.3,0,44.75,45368.39,43879.099487
0.19,12395.63,222.8,727.27,2066.03,1087.09,8292.44,2,2023,5,25,5/25/2023 2:00,31.8,31.8,0,57.62,43047.64,41355.553284
0.18,11182.36,75.39,763.72,2005.86,978.13,7359.26,3,2023,5,25,5/25/2023 3:00,28.0,28.0,0,152.11,41431.65,39404.272339
0.19,9490.11,10.79,737.7,1860.93,850.98,6029.71,4,2023,5,25,5/25/2023 4:00,16.1,16.1,0,55.12,40388.57,38228.494812
0.19,8586.3,25.34,710.15,1584.54,682.33,5583.94,5,2023,5,25,5/25/2023 5:00,17.8,17.8,0,26.89,40145.07,37834.580994
0.23,8335.97,66.01,501.98,1352.34,587.07,5828.57,6,2023,5,25,5/25/2023 6:00,22.9,22.9,0,31.23,41415.37,38694.701111
54.6,8835.9,68.2,425.54,1307.73,602.35,6432.08,7,2023,5,25,5/25/2023 7:00,15.3,15.3,0,20.81,43048.39,40164.862
1546.32,9746.93,37.26,487.09,1222.32,477.77,7522.49,8,2023,5,25,5/25/2023 8:00,8.0,8.0,0,18.65,44172.48,41487.919922
4432.11,9490.98,25.39,358.14,549.3,324.77,8233.38,9,2023,5,25,5/25/2023 9:00,15.4,15.4,0,17.3,45875.12,43771.069702
6386.45,10427.86,42.91,168.35,282.52,448.23,9485.85,10,2023,5,25,5/25/2023 10:00,3.0,3.0,0,19.34,48055.43,46246.950806
7419.3,10600.82,50.4,110.78,190.41,461.48,9787.75,11,2023,5,25,5/25/2023 11:00,4.5,4.5,0,22.72,50468.75,49234.829956
8734.61,7288.83,111.69,237.87,143.86,475.03,6320.38,12,2023,5,25,5/25/2023 12:00,14.3,14.3,0,21.11,52946.45,52117.880005
9547.02,5493.96,177.26,364.86,188.27,566.95,4196.62,13,2023,5,25,5/25/2023 13:00,12.3,12.3,0,23.22,55529.57,54982.310303
9794.78,4688.34,319.36,285.61,233.1,701.92,3148.35,14,2023,5,25,5/25/2023 14:00,7.7,7.7,0,17.8,57801.12,58149.389282
10095.15,4815.05,443.87,231.92,295.05,629.97,3214.24,15,2023,5,25,5/25/2023 15:00,6.8,6.8,0,17.3,59283.53,60335.990234
10104.47,5441.66,676.7,165.45,360.11,640.83,3598.57,16,2023,5,25,5/25/2023 16:00,6.9,6.9,0,17.18,60277.77,61504.949707
9714.07,6060.4,825.31,153.9,496.13,789.56,3795.5,17,2023,5,25,5/25/2023 17:00,11.3,11.3,0,18.16,61023.26,62325.71167
8373.14,7694.46,950.8,175.21,842.19,1182.19,4544.07,18,2023,5,25,5/25/2023 18:00,11.7,11.7,0,28.97,61155.44,61856.799805
7237.6,9480.44,1442.24,283.04,1398.98,1597.15,4759.03,19,2023,5,25,5/25/2023 19:00,10.1,10.1,0,40.68,60394.84,60653.411011
3367.78,10988.42,1648.21,323.29,2085.13,1695.6,5236.19,20,2023,5,25,5/25/2023 20:00,13.2,13.2,0,37.7,58680.82,58125.650024
312.24,11209.38,1190.41,335.61,2410.82,1450.64,5821.9,21,2023,5,25,5/25/2023 21:00,7.6,7.6,0,41.79,56851.87,56556.980713
5.2,13230.2,902.81,503.97,2545.17,1352.49,7925.76,22,2023,5,25,5/25/2023 22:00,8.1,8.1,0,36.24,55151.14,54798.039429
0.19,14706.21,588.96,552.94,2660.03,1335.07,9569.21,23,2023,5,25,5/25/2023 23:00,9.7,9.7,0,36.49,51915.52,51130.551025
0.22,14676.62,368.42,467.12,2536.4,1006.78,10297.9,24,2023,5,25,5/26/2023 0:00,9.9,9.9,0,30.28,48264.3,47323.219727
0.21,13886.54,159.27,489.56,2259.96,858.97,10118.78,1,2023,5,26,5/26/2023 1:00,11.9,11.9,0,23.24,44971.31,45005.500122
0.2,12732.46,41.65,534.34,2167.46,858.96,9130.05,2,2023,5,26,5/26/2023 2:00,12.0,12.0,0,24.7,42461.28,42174.570435
0.2,12257.77,1.26,595.02,1932.31,892.05,8837.13,3,2023,5,26,5/26/2023 3:00,11.6,11.6,0,32.1,40852.57,40230.264893
0.21,12007.51,0.04,501.93,1750.21,894.82,8860.51,4,2023,5,26,5/26/2023 4:00,16.4,16.4,0,22.99,39815.98,39144.102234
0.2,12016.98,31.46,593.25,1816.03,855.67,8720.57,5,2023,5,26,5/26/2023 5:00,20.5,20.5,0,20.55,39818.39,38720.415161
0.21,12125.29,85.56,685.85,1807.28,798.67,8747.93,6,2023,5,26,5/26/2023 6:00,30.6,30.6,0,19.26,40733.53,39493.609924
,11699.18,184.99,697.56,1855.09,721.13,8240.41,7,2023,5,26,5/26/2023 7:00,37.3,37.3,0,19.27,42309.84,40827.700195
1851.22,10947.01,272.04,759.01,2092.66,590.05,7233.25,8,2023,5,26,5/26/2023 8:00,32.4,32.4,0,17.82,43704.83,42056.149902
5716.38,9384.49,249.18,521.24,1893.16,347.52,6373.39,9,2023,5,26,5/26/2023 9:00,14.1,14.1,0,16.58,45899.82,43997.98938
7037.51,9612.55,386.1,360.31,2170.86,497.32,6197.96,10,2023,5,26,5/26/2023 10:00,8.1,7.1,1,15.35,48823.08,46319.710083
7916.44,8570.85,456.89,443.1,2544.12,535.04,4591.7,11,2023,5,26,5/26/2023 11:00,17.9,16.9,1,16.3,51680.51,49175.380127
9271.24,6727.13,333.19,374.12,2302.42,375.77,3341.63,12,2023,5,26,5/26/2023 12:00,17.8,16.8,1,15.82,54536.54,52172.369751
10007.86,6164.18,340.97,198.19,2097.48,313.92,3213.62,13,2023,5,26,5/26/2023 13:00,2.6,2.6,0,16.89,57081.38,55150.540039
10041.86,8077.67,365.06,137.17,1967.39,326.07,5281.98,14,2023,5,26,5/26/2023 14:00,0.5,0.5,0,17.18,59571.59,58494.12146
10302.29,10476.68,452.46,70.02,1867.64,252.31,7834.25,15,2023,5,26,5/26/2023 15:00,0.7,0.7,0,18.79,61296.36,60924.741333
9880.06,11020.09,614.17,141.18,1818.97,334.41,8111.36,16,2023,5,26,5/26/2023 16:00,8.3,8.3,0,19.54,62407.15,62295.770752
8917.26,11217.23,714.03,333.78,1792.7,541.53,7835.19,17,2023,5,26,5/26/2023 17:00,12.6,12.6,0,46.1,62466.47,63004.480225
7846.34,11228.65,978.56,393.55,1943.1,779.1,7134.34,18,2023,5,26,5/26/2023 18:00,1.0,1.0,0,43.48,61828.67,62418.020386
5363.94,11680.27,1184.18,435.09,2066.89,1155.81,6838.3,19,2023,5,26,5/26/2023 19:00,0.0,0.0,0,49.56,59834.22,61058.561157
1844.91,11631.86,1330.36,399.33,1980.99,1621.08,6300.1,20,2023,5,26,5/26/2023 20:00,0.0,0.0,0,26.02,57332.72,58376.72937
135.18,10663.91,1047.32,495.51,2087.25,1841.93,5191.9,21,2023,5,26,5/26/2023 21:00,0.0,0.0,0,21.59,55336.15,56372.980225
0.39,12019.35,946.41,653.12,2274.54,1895.93,6249.35,22,2023,5,26,5/26/2023 22:00,0.0,0.0,0,23.52,53683.74,54505.539917
0.26,12836.4,944.44,665.03,2395.52,1713.33,7118.08,23,2023,5,26,5/26/2023 23:00,2.8,2.8,0,24.65,50858.28,51157.859863
0.26,12093.79,879.5,829.17,2392.03,1798.46,6194.63,24,2023,5,26,5/27/2023 0:00,20.9,20.9,0,27.58,47831.6,47788.699707
0.26,12956.52,1003.36,1141.68,2587.31,1636.64,6587.53,1,2023,5,27,5/27/2023 1:00,29.3,29.3,0,25.0,44899.15,45255.949585
,14703.86,820.86,1019.96,2601.46,1327.08,8934.5,2,2023,5,27,5/27/2023 2:00,28.5,28.5,0,31.84,42829.06,42625.539612
0.26,15315.16,779.19,894.18,2580.3,1021.64,10039.85,3,2023,5,27,5/27/2023 3:00,28.2,28.2,0,32.3,41437.79,40615.292908
0.26,14992.31,705.69,858.63,2155.56,792.8,10479.63,4,2023,5,27,5/27/2023 4:00,33.8,33.8,0,21.14,40170.15,38862.943542
0.27,14253.44,406.76,816.33,2089.11,593.27,10347.97,5,2023,5,27,5/27/2023 5:00,29.4,29.4,0,23.14,39591.26,37831.025024
0.69,13681.73,175.5,876.51,2181.83,510.47,9937.42,6,2023,5,27,5/27/2023 6:00,34.2,34.2,0,21.61,39637.24,37422.175049
69.67,12817.52,122.84,929.58,1734.54,636.68,9393.88,7,2023,5,27,5/27/2023 7:00,31.7,31.7,0,17.55,39675.31,37211.985107
1738.63,11384.15,89.9,948.59,1328.77,673.06,8343.83,8,2023,5,27,5/27/2023 8:00,43.2,42.2,1,13.22,40348.7,38240.917542
4194.15,8935.34,69.48,631.43,778.66,453.4,7002.37,9,2023,5,27,5/27/2023 9:00,33.7,32.7,1,11.47,42805.81,41237.350098
6666.61,7804.14,249.06,351.04,623.71,571.6,6008.73,10,2023,5,27,5/27/2023 10:00,14.4,13.4,1,9.64,45904.74,44537.640015
7768.57,9288.24,498.0,249.63,541.33,1020.98,6978.3,11,2023,5,27,5/27/2023 11:00,10.4,9.4,1,10.8,48834.0,47642.310181
8216.29,11441.7,703.69,226.85,435.54,1071.33,9004.29,12,2023,5,27,5/27/2023 12:00,3.8,2.8,1,11.23,51963.98,50574.389893
8246.22,11919.43,870.77,169.49,779.08,904.73,9195.36,13,2023,5,27,5/27/2023 13:00,2.0,1.0,1,10.68,54401.41,53237.629639
8216.96,11636.4,1025.66,284.16,1555.93,697.26,8073.39,14,2023,5,27,5/27/2023 14:00,5.6,4.6,1,11.79,56381.56,55821.769775
8844.46,12093.48,1426.68,558.25,2250.66,580.13,7277.76,15,2023,5,27,5/27/2023 15:00,7.0,7.0,0,16.73,57714.9,58150.550049
8918.83,12452.64,1596.62,592.78,2478.5,664.94,7119.8,16,2023,5,27,5/27/2023 16:00,6.2,6.2,0,16.91,58583.12,58833.259766
7134.37,13306.11,1936.72,383.68,2376.68,1079.73,7529.3,17,2023,5,27,5/27/2023 17:00,1.0,0.0,1,15.68,58917.09,59502.089355
4302.57,13995.37,2169.75,295.07,2166.08,1601.86,7762.61,18,2023,5,27,5/27/2023 18:00,1.1,0.1,1,15.85,58610.41,58352.510498
2311.19,14481.32,2242.02,231.87,2239.05,2078.97,7689.41,19,2023,5,27,5/27/2023 19:00,0.0,0.0,0,16.89,57157.83,57505.360352
870.83,12859.2,2002.23,223.04,1851.46,2054.13,6728.34,20,2023,5,27,5/27/2023 20:00,3.3,2.3,1,16.33,54973.84,54938.369507
42.51,11471.5,1786.58,338.79,1692.44,1867.44,5786.25,21,2023,5,27,5/27/2023 21:00,18.1,17.1,1,15.14,53562.09,52869.858765
0.31,11229.07,1446.4,517.5,1423.27,1760.56,6081.34,22,2023,5,27,5/27/2023 22:00,29.6,28.6,1,12.14,52100.01,51713.080933
0.33,11904.01,1047.65,887.86,1408.43,1689.94,6870.13,23,2023,5,27,5/27/2023 23:00,28.4,27.4,1,16.05,49681.14,49331.609863
0.28,11026.55,864.05,774.09,1784.61,1930.43,5673.37,24,2023,5,27,5/28/2023 0:00,18.9,18.9,0,18.1,46830.99,46633.689209
0.28,10721.64,1039.18,771.68,2100.26,1926.91,4883.61,1,2023,5,28,5/28/2023 1:00,20.3,20.3,0,18.67,44015.18,44529.619507
0.28,11363.65,1358.18,893.9,2408.98,1525.66,5176.93,2,2023,5,28,5/28/2023 2:00,15.6,15.6,0,20.05,41978.82,42023.329956
0.28,10651.64,915.83,1160.97,2113.72,1015.05,5446.07,3,2023,5,28,5/28/2023 3:00,18.4,18.4,0,22.6,40495.87,40244.177368
0.27,9613.9,350.77,1268.17,1339.3,811.39,5844.27,4,2023,5,28,5/28/2023 4:00,33.3,33.3,0,17.53,39391.79,39008.53949
0.28,9533.87,33.24,1087.2,632.91,786.73,6993.79,5,2023,5,28,5/28/2023 5:00,55.8,55.8,0,16.58,38755.15,38111.542725
0.54,10164.74,25.56,932.59,869.81,926.15,7410.63,6,2023,5,28,5/28/2023 6:00,56.2,56.2,0,16.69,38394.25,37761.95166
75.79,10751.2,85.49,983.55,1016.36,1028.62,7637.18,7,2023,5,28,5/28/2023 7:00,45.0,45.0,0,18.1,38390.61,37434.192566
1662.22,9097.59,19.54,901.54,507.88,791.96,6876.67,8,2023,5,28,5/28/2023 8:00,47.8,46.8,1,15.05,39133.29,38183.831299
5293.44,8105.84,251.51,460.46,393.66,2054.9,4945.31,9,2023,5,28,5/28/2023 9:00,21.6,20.6,1,15.67,41461.69,40717.258362
8110.25,7518.32,516.97,216.14,630.36,1758.23,4396.62,10,2023,5,28,5/28/2023 10:00,5.9,4.9,1,14.7,44350.19,43993.550415
9448.99,7571.55,1082.49,470.86,779.18,750.26,4488.76,11,2023,5,28,5/28/2023 11:00,6.5,5.5,1,13.76,47092.13,46941.589844
10929.36,6632.58,952.62,741.2,849.52,280.69,3808.55,12,2023,5,28,5/28/2023 12:00,11.5,10.5,1,11.26,49760.64,49736.110107
11581.87,6612.76,779.85,805.11,881.88,292.99,3852.93,13,2023,5,28,5/28/2023 13:00,19.6,18.6,1,10.88,52308.48,52191.469971
11515.31,7574.09,419.45,716.94,1405.85,361.57,4670.28,14,2023,5,28,5/28/2023 14:00,17.7,16.7,1,12.27,54735.87,54597.699341
10739.5,8908.42,660.8,573.62,1671.19,517.89,5484.92,15,2023,5,28,5/28/2023 15:00,18.8,17.8,1,12.75,56257.86,56887.760254
9296.87,10898.25,897.39,524.1,1803.14,738.36,6935.26,16,2023,5,28,5/28/2023 16:00,23.1,22.1,1,13.0,57202.06,57962.730225
7317.42,11680.99,1079.3,651.58,1980.15,710.97,7258.99,17,2023,5,28,5/28/2023 17:00,19.2,18.2,1,13.8,57105.89,58369.821289
5779.45,12262.95,1502.48,694.8,2342.18,481.01,7242.48,18,2023,5,28,5/28/2023 18:00,17.2,17.2,0,17.28,56719.57,57789.170776
4647.53,12848.55,1193.73,552.73,2449.31,401.97,8250.81,19,2023,5,28,5/28/2023 19:00,17.5,17.5,0,17.12,55661.48,56971.09021
1976.52,12929.77,803.58,537.37,2541.24,443.01,8604.57,20,2023,5,28,5/28/2023 20:00,19.9,18.9,1,16.05,53972.28,55043.849976
103.14,12181.02,502.92,654.15,2604.97,514.04,7904.94,21,2023,5,28,5/28/2023 21:00,13.4,12.4,1,15.82,52918.9,53378.639893
0.52,13065.85,379.61,716.62,2288.18,662.23,9019.21,22,2023,5,28,5/28/2023 22:00,21.5,20.5,1,15.69,51792.67,52224.119751
1.5,13796.45,259.5,926.51,2374.57,794.23,9441.64,23,2023,5,28,5/28/2023 23:00,34.6,33.6,1,16.35,49426.8,49518.360107
1.02,13840.65,222.12,1133.61,2012.28,1716.64,8756.0,24,2023,5,28,5/29/2023 0:00,25.6,25.6,0,16.67,46623.21,46309.319824
