ERCOT Total Solar Generation (MW),ERCOT Total Wind Generation (MW),Coastal Wind Generation (MW),North Wind Generation (MW),Panhandle Wind Generation (MW),South Wind Generation (MW),West Wind Generation (MW),Hour Ending,Year,Month,Day,Timestamp,Maximum energy deliverable before curtailment (MWh),Energy actually delivered (MWh),Curtailment (MWh),Price ($/MWh) at the nodal level in the Real Time market,TOTAL Actual Load (MW),SystemTotal Forecast Load (MW)
0.38,16735.78,120.3,1881.64,2395.53,331.65,12006.66,1,2023,1,22,1/22/2023 1:00,54.5,54.5,0,21.69,39644.14,41479.63739
0.39,15817.67,329.69,2024.64,2576.16,324.09,10563.09,2,2023,1,22,1/22/2023 2:00,58.1,58.1,0,18.03,39141.07,40796.827637
0.37,15018.62,581.15,1881.46,2547.31,630.77,9377.93,3,2023,1,22,1/22/2023 3:00,47.9,47.9,0,9.4,38835.83,40661.955627
0.36,14402.6,1175.9,1756.53,2463.41,1081.3,7925.46,4,2023,1,22,1/22/2023 4:00,44.2,36.2,8,8.52,38917.22,40817.816406
0.37,13801.15,1492.87,1584.7,2161.81,1484.59,7077.18,5,2023,1,22,1/22/2023 5:00,39.6,39.6,0,12.58,39547.24,41342.678955
0.35,13534.64,1608.62,1579.69,1810.33,1575.91,6960.09,6,2023,1,22,1/22/2023 6:00,45.0,45.0,0,14.85,40758.31,42558.075317
0.37,13433.25,1868.9,1399.02,1876.84,1502.97,6785.52,7,2023,1,22,1/22/2023 7:00,58.1,58.1,0,14.81,42397.5,44313.669556
98.76,12752.77,2096.59,1394.44,1854.53,1460.12,5947.09,8,2023,1,22,1/22/2023 8:00,44.9,44.9,0,14.58,44090.29,46192.209961
3708.96,11329.61,1954.56,1351.92,1697.13,1224.46,5101.54,9,2023,1,22,1/22/2023 9:00,28.9,28.9,0,13.87,45253.41,47231.499634
8909.3,8612.32,2135.71,1129.47,1075.69,781.56,3489.89,10,2023,1,22,1/22/2023 10:00,28.4,28.4,0,14.62,45153.31,46753.199951
9637.85,7118.06,1609.83,939.0,1018.13,482.21,3068.89,11,2023,1,22,1/22/2023 11:00,25.9,25.9,0,17.17,44181.7,45270.030396
9271.01,5045.57,994.6,841.89,1041.29,192.33,1975.46,12,2023,1,22,1/22/2023 12:00,34.7,34.7,0,19.88,42833.4,43404.259399
9053.76,4875.91,640.38,938.44,949.24,269.97,2077.88,13,2023,1,22,1/22/2023 13:00,26.7,26.7,0,18.35,41884.66,41601.80957
9155.85,5657.98,815.11,944.52,769.04,429.61,2699.7,14,2023,1,22,1/22/2023 14:00,20.1,20.1,0,21.64,40937.21,40103.789612
9486.7,5374.74,994.52,963.94,578.76,462.58,2374.94,15,2023,1,22,1/22/2023 15:00,25.7,25.7,0,19.39,40398.41,39033.60144
9783.35,4107.29,961.59,937.27,358.59,331.71,1518.13,16,2023,1,22,1/22/2023 16:00,23.4,23.4,0,15.9,40313.34,38693.832031
8178.76,2596.85,939.25,672.26,132.54,157.61,695.19,17,2023,1,22,1/22/2023 17:00,19.1,19.1,0,16.68,40458.89,39218.489868
2368.09,1451.01,742.05,428.66,35.26,77.27,167.77,18,2023,1,22,1/22/2023 18:00,13.6,13.6,0,18.12,41749.1,41267.549622
18.59,1768.2,846.82,362.57,171.55,216.89,170.37,19,2023,1,22,1/22/2023 19:00,5.9,5.9,0,16.44,43527.57,44793.150146
0.42,3398.05,1183.77,275.39,537.46,698.23,703.2,20,2023,1,22,1/22/2023 20:00,2.4,2.4,0,14.96,44836.76,46118.849976
0.4,5545.95,1540.02,211.35,718.16,1259.37,1817.05,21,2023,1,22,1/22/2023 21:00,3.0,3.0,0,14.46,45268.7,46434.399414
0.42,11625.05,1919.33,216.51,1868.38,2277.33,5343.5,23,2023,1,22,1/22/2023 23:00,1.2,1.2,0,19.54,44193.79,44754.019653
0.42,14380.47,2016.81,322.01,2258.85,2488.03,7294.77,24,2023,1,22,1/23/2023 0:00,3.4,3.4,0,128.62,42921.71,43337.320251
0.36,16679.24,1948.99,488.05,2651.2,2603.34,8987.66,1,2023,1,23,1/23/2023 1:00,10.1,10.1,0,50.5,42224.05,42712.989075
0.38,17835.01,2118.26,804.46,2679.98,2526.55,9705.76,2,2023,1,23,1/23/2023 2:00,14.6,14.6,0,69.28,42177.19,42455.640503
0.37,18494.06,2316.98,1147.47,2430.13,2224.16,10375.32,3,2023,1,23,1/23/2023 3:00,22.7,22.7,0,30.92,42534.39,42771.777283
0.38,19191.81,2539.94,1302.4,2331.37,1976.62,11041.48,4,2023,1,23,1/23/2023 4:00,26.6,26.6,0,31.38,43158.25,43533.970459
0.4,19369.23,2576.91,1430.95,2491.77,1991.4,10878.2,5,2023,1,23,1/23/2023 5:00,49.8,49.8,0,22.83,44717.11,44978.919556
0.4,19960.25,2917.41,1317.29,2589.28,2027.9,11108.37,6,2023,1,23,1/23/2023 6:00,29.7,29.7,0,24.71,47921.65,47775.399658
0.41,19866.68,2440.98,1058.92,2525.9,2079.76,11761.12,7,2023,1,23,1/23/2023 7:00,11.8,11.8,0,17.93,52301.47,51907.519165
178.53,20363.5,1962.5,816.75,2343.09,2291.23,12949.93,8,2023,1,23,1/23/2023 8:00,17.6,17.6,0,16.38,54687.34,54111.240356
3760.55,19949.11,1710.82,776.95,1945.75,2324.71,13190.88,9,2023,1,23,1/23/2023 9:00,25.3,25.3,0,16.07,53510.3,53131.799683
8230.46,17675.06,1941.23,539.08,1214.72,1924.13,12055.9,10,2023,1,23,1/23/2023 10:00,19.1,19.1,0,16.24,51174.43,50914.120483
8667.09,18525.09,2373.14,577.92,1422.04,1898.63,12253.36,11,2023,1,23,1/23/2023 11:00,16.8,16.8,0,17.16,48947.93,48766.470337
8390.42,19330.04,2568.7,525.24,1735.31,2182.93,12317.86,12,2023,1,23,1/23/2023 12:00,14.2,14.2,0,22.42,47216.73,46739.680542
8208.55,19445.64,2399.67,580.63,1725.41,2440.5,12299.43,13,2023,1,23,1/23/2023 13:00,15.3,15.3,0,36.86,45700.94,44855.420288
7893.82,19902.85,2619.12,647.8,1927.72,2487.51,12220.7,14,2023,1,23,1/23/2023 14:00,18.0,18.0,0,45.54,44512.59,43413.150146
7191.7,20323.98,2761.98,536.32,2317.63,2457.28,12250.77,15,2023,1,23,1/23/2023 15:00,12.5,12.5,0,24.05,43682.66,42273.949707
5985.25,20906.9,2784.76,532.24,2570.95,2486.77,12532.18,16,2023,1,23,1/23/2023 16:00,17.0,17.0,0,30.67,43467.8,41737.623169
3944.2,21099.36,2671.85,634.6,2634.51,2495.3,12663.1,17,2023,1,23,1/23/2023 17:00,20.1,20.1,0,21.81,44069.12,42277.499939
827.5,21329.94,2989.36,758.01,2580.11,2595.78,12406.68,18,2023,1,23,1/23/2023 18:00,17.3,17.3,0,22.24,45790.92,43924.669922
2.68,20344.21,3216.24,764.92,2129.44,2528.68,11704.93,19,2023,1,23,1/23/2023 19:00,18.9,18.9,0,21.02,47741.45,46706.889648
0.28,20394.21,3209.76,775.32,1940.15,2544.18,11924.8,20,2023,1,23,1/23/2023 20:00,22.2,22.2,0,16.29,48092.22,47103.329956
0.28,20790.17,3280.45,838.94,1874.44,2583.39,12212.95,21,2023,1,23,1/23/2023 21:00,28.2,20.2,8,6.0,47396.14,46757.200195
0.28,20931.0,3337.76,984.15,1749.49,2564.59,12295.01,22,2023,1,23,1/23/2023 22:00,23.2,15.2,8,7.52,45984.1,45803.009888
,21304.38,3360.18,1126.11,1414.66,2498.19,12905.24,23,2023,1,23,1/23/2023 23:00,25.3,25.3,0,14.65,43973.22,44016.76062
0.29,20149.77,3283.77,1236.76,1440.77,2384.14,11804.33,24,2023,1,23,1/24/2023 0:00,42.1,42.1,0,49.72,41944.67,42205.499756
0.28,17486.52,3002.0,1385.59,1258.68,2191.07,9649.18,1,2023,1,24,1/24/2023 1:00,35.0,35.0,0,68.26,40393.56,41378.630371
0.34,14610.49,2894.66,1547.62,945.6,2025.4,7197.21,2,2023,1,24,1/24/2023 2:00,20.4,20.4,0,31.19,39640.33,40549.229614
0.29,12909.08,3001.39,1641.83,616.51,2131.99,5517.36,3,2023,1,24,1/24/2023 3:00,25.8,25.8,0,24.51,39472.83,40183.209351
0.27,12158.38,2957.0,1588.63,467.6,1977.96,5167.19,4,2023,1,24,1/24/2023 4:00,32.8,32.8,0,24.48,39667.37,40399.050049
0.26,11387.67,3159.52,1489.9,370.88,1933.14,4434.23,5,2023,1,24,1/24/2023 5:00,32.1,32.1,0,17.84,40527.97,41384.408936
0.27,11204.09,3203.69,1469.39,374.21,1840.23,4316.57,6,2023,1,24,1/24/2023 6:00,46.6,46.6,0,18.29,42722.25,43698.350586
0.27,12306.9,3357.52,1617.95,396.4,1891.48,5043.55,7,2023,1,24,1/24/2023 7:00,25.0,25.0,0,18.72,46402.45,47349.069214
2.38,13222.61,3083.64,1129.44,428.24,1983.65,6597.64,8,2023,1,24,1/24/2023 8:00,23.1,23.1,0,26.64,48502.78,49586.1604
163.37,11659.51,3060.82,941.52,424.89,1785.89,5446.39,9,2023,1,24,1/24/2023 9:00,22.1,22.1,0,24.36,48946.05,50241.700562
1451.29,10148.96,2917.35,1106.46,305.91,1014.4,4804.84,11,2023,1,24,1/24/2023 11:00,24.2,24.2,0,21.62,50132.33,50519.760376
1776.25,10425.72,2903.91,1428.83,414.01,1004.99,4673.98,12,2023,1,24,1/24/2023 12:00,33.9,33.9,0,20.39,50112.55,50138.709961
1784.97,11676.36,3155.73,1404.06,574.66,1838.28,4703.63,13,2023,1,24,1/24/2023 13:00,41.2,41.2,0,21.71,49959.72,49617.609375
2652.61,12552.29,3075.4,1233.55,628.8,2145.49,5469.05,14,2023,1,24,1/24/2023 14:00,28.4,28.4,0,24.08,49415.91,49071.559692
3061.28,13222.73,2818.7,1147.18,721.57,2220.3,6314.98,15,2023,1,24,1/24/2023 15:00,15.2,15.2,0,22.84,48143.63,48545.470337
3017.54,15171.66,3093.83,922.0,881.52,2325.33,7948.98,16,2023,1,24,1/24/2023 16:00,17.2,17.2,0,25.11,47469.82,48402.110229
2904.27,16953.6,2954.83,1168.33,1145.57,2511.89,9172.98,17,2023,1,24,1/24/2023 17:00,32.5,32.5,0,23.42,48230.34,49056.5802
1199.51,17368.49,3040.66,1180.75,1315.05,2559.29,9272.74,18,2023,1,24,1/24/2023 18:00,31.6,31.6,0,25.8,49440.58,50453.300537
16.11,16812.11,2331.0,1387.31,1723.75,2455.81,8914.24,19,2023,1,24,1/24/2023 19:00,37.8,37.8,0,29.08,51197.82,52379.660034
0.28,17582.39,1826.02,1613.18,2058.97,2396.8,9687.42,20,2023,1,24,1/24/2023 20:00,38.1,38.1,0,18.22,51774.36,52138.510864
0.28,18560.71,1693.85,1773.13,2229.1,2546.89,10317.74,21,2023,1,24,1/24/2023 21:00,41.8,41.8,0,15.98,51827.14,51415.080566
0.28,19833.48,2559.29,1866.18,2566.28,2562.47,10279.26,22,2023,1,24,1/24/2023 22:00,41.6,41.6,0,14.23,50846.17,50206.280396
0.28,20113.81,2558.05,1849.53,3091.94,2451.5,10162.79,23,2023,1,24,1/24/2023 23:00,31.0,31.0,0,12.67,48784.24,48121.270508
0.27,19728.85,2551.82,1799.13,3262.58,2398.99,9716.33,24,2023,1,24,1/25/2023 0:00,33.2,33.2,0,15.01,47029.86,46267.169922
0.31,19408.89,2810.04,1641.66,3199.42,2224.56,9533.21,1,2023,1,25,1/25/2023 1:00,23.9,23.9,0,19.43,45679.47,46003.750854
0.28,18986.57,2918.88,1377.51,3398.31,1922.17,9369.7,2,2023,1,25,1/25/2023 2:00,19.6,19.6,0,17.93,45172.36,45283.170898
0.29,17970.66,2809.04,1486.28,3198.32,1648.45,8828.57,3,2023,1,25,1/25/2023 3:00,28.2,28.2,0,18.35,44964.44,45086.310547
0.29,16940.79,1973.68,1498.78,3233.61,1192.32,9042.4,4,2023,1,25,1/25/2023 4:00,26.3,26.3,0,16.87,45081.97,45450.339966
0.28,17217.65,1474.45,1554.61,3301.75,1117.43,9769.41,5,2023,1,25,1/25/2023 5:00,25.2,25.2,0,15.9,46309.62,46651.859619
0.29,17736.24,1282.19,1365.44,3166.01,1269.8,10652.8,6,2023,1,25,1/25/2023 6:00,24.4,24.4,0,15.03,48707.66,49228.069946
0.29,17267.64,1398.54,1181.09,3021.11,1504.23,10162.67,7,2023,1,25,1/25/2023 7:00,34.8,34.8,0,13.52,52668.49,53086.549438
93.02,17341.28,1875.19,1129.71,2969.6,1419.77,9947.01,8,2023,1,25,1/25/2023 8:00,26.4,26.4,0,12.19,54483.46,55218.579712
2914.83,15613.55,1641.87,1003.03,2766.68,1223.06,8978.91,9,2023,1,25,1/25/2023 9:00,29.9,29.9,0,14.78,53590.94,54947.541382
6600.51,13877.83,1698.13,951.79,2555.2,1034.77,7637.94,10,2023,1,25,1/25/2023 10:00,22.5,22.5,0,15.58,52354.14,53721.759521
7362.82,14735.51,1733.75,1065.99,2065.46,1031.1,8839.21,11,2023,1,25,1/25/2023 11:00,21.1,21.1,0,14.78,50905.67,52201.81958
7144.24,15128.14,1417.77,1125.49,1766.79,838.18,9979.91,12,2023,1,25,1/25/2023 12:00,35.3,35.3,0,15.45,49514.58,50486.379761
7517.21,13785.33,1213.86,1225.67,1517.56,914.09,8914.15,13,2023,1,25,1/25/2023 13:00,34.8,34.8,0,18.98,48315.48,48784.790283
7171.6,13159.39,1354.66,1215.06,1440.48,1032.17,8117.02,14,2023,1,25,1/25/2023 14:00,37.8,37.8,0,21.16,47319.59,47311.760254
7754.32,12173.94,1648.79,1128.58,1486.6,1193.06,6716.91,15,2023,1,25,1/25/2023 15:00,36.6,36.6,0,18.02,46552.81,46165.410522
7684.7,11535.82,1744.28,1122.89,1458.51,1429.31,5780.83,16,2023,1,25,1/25/2023 16:00,21.2,21.2,0,14.15,46117.65,45565.071167
6588.31,10454.81,1690.25,1048.61,1509.02,1476.18,4730.75,17,2023,1,25,1/25/2023 17:00,23.1,15.1,8,8.23,46501.31,45951.420044
2132.46,8033.06,1260.23,715.06,1094.21,1117.7,3845.86,18,2023,1,25,1/25/2023 18:00,20.9,12.9,8,0.0,47773.66,47638.590332
25.61,7012.62,687.83,547.35,942.26,864.08,3971.1,19,2023,1,25,1/25/2023 19:00,25.8,17.8,8,0.66,50562.96,50332.740112
0.21,7969.69,441.9,533.64,1018.15,954.24,5021.76,20,2023,1,25,1/25/2023 20:00,27.7,19.7,8,0.0,51360.48,50939.219727
0.22,8926.69,489.35,618.2,1179.37,1077.34,5562.43,21,2023,1,25,1/25/2023 21:00,40.1,32.1,8,1.7,51622.3,51014.390381
0.25,9061.23,863.07,911.09,869.03,848.71,5569.33,22,2023,1,25,1/25/2023 22:00,67.6,59.6,8,6.63,51107.56,50312.590332
8.97,9285.21,929.12,924.9,1044.39,700.6,5686.2,23,2023,1,25,1/25/2023 23:00,48.6,48.6,0,14.02,49164.19,48837.919556
24.37,10414.35,1013.85,934.95,1284.3,958.71,6222.54,24,2023,1,25,1/26/2023 0:00,36.1,36.1,0,26.13,47348.19,47451.290649
0.21,11712.88,820.27,1189.09,1598.32,1238.89,6866.31,1,2023,1,26,1/26/2023 1:00,22.3,22.3,0,26.66,46334.7,45925.230225
0.25,11254.32,599.21,1335.03,1936.39,1164.76,6218.93,2,2023,1,26,1/26/2023 2:00,12.8,12.8,0,26.22,46138.67,45516.189819
0.23,11280.72,1073.79,1219.2,2420.29,1157.3,5410.14,3,2023,1,26,1/26/2023 3:00,11.5,11.5,0,26.52,46467.79,45561.599854
0.23,12440.13,1510.73,1193.36,2606.65,1266.12,5863.27,4,2023,1,26,1/26/2023 4:00,14.8,14.8,0,22.91,47167.44,46152.579834
0.23,12358.05,1364.47,1047.1,2581.13,1224.41,6140.94,5,2023,1,26,1/26/2023 5:00,27.6,27.6,0,21.5,48759.56,47642.980103
0.23,11924.06,1446.92,815.4,2628.14,1155.25,5878.35,6,2023,1,26,1/26/2023 6:00,33.1,33.1,0,18.96,51517.96,50646.178955
0.24,11439.39,1344.55,680.67,2217.31,1179.79,6017.07,7,2023,1,26,1/26/2023 7:00,31.8,31.8,0,15.62,55849.73,55104.440186
207.83,9959.37,1496.56,630.46,1607.56,1183.28,5041.51,8,2023,1,26,1/26/2023 8:00,29.0,29.0,0,14.88,57634.73,57459.000732
4137.08,8161.51,1290.34,521.22,1556.5,1136.66,3656.79,9,2023,1,26,1/26/2023 9:00,29.2,29.2,0,13.17,55796.57,56529.439087
9340.64,5305.42,949.65,201.4,1482.09,931.38,1740.9,10,2023,1,26,1/26/2023 10:00,10.0,10.0,0,12.53,52661.36,54226.001221
9963.31,4535.58,1356.55,94.28,1133.18,857.58,1093.99,11,2023,1,26,1/26/2023 11:00,5.1,5.1,0,15.64,49651.68,51843.480347
9866.91,3814.09,1036.74,202.45,764.06,719.65,1091.19,12,2023,1,26,1/26/2023 12:00,10.6,10.6,0,18.77,47125.21,49509.169922
9641.34,4784.72,1304.07,440.29,865.97,613.02,1561.37,13,2023,1,26,1/26/2023 13:00,20.8,20.8,0,26.02,45279.88,47368.630371
9517.69,5279.05,1277.84,488.22,1065.12,421.92,2025.95,14,2023,1,26,1/26/2023 14:00,30.5,30.5,0,27.5,43719.58,45708.199829
9645.13,5034.32,877.18,486.79,1293.62,338.18,2038.55,15,2023,1,26,1/26/2023 15:00,34.8,34.8,0,19.95,42832.08,44464.400146
9811.56,4388.69,705.89,455.21,1256.65,296.21,1674.73,16,2023,1,26,1/26/2023 16:00,30.6,30.6,0,15.37,42286.1,43948.810059
8418.28,3916.36,633.55,348.22,1265.13,354.3,1315.16,17,2023,1,26,1/26/2023 17:00,25.6,25.6,0,14.84,42675.5,44293.560425
2652.62,3553.91,559.28,194.78,1383.1,444.71,972.04,18,2023,1,26,1/26/2023 18:00,14.8,14.8,0,14.77,44356.67,45984.009766
31.62,4243.54,465.8,113.0,2193.04,559.57,912.13,19,2023,1,26,1/26/2023 19:00,10.1,10.1,0,12.03,47486.25,49142.729614
0.22,5144.01,362.1,85.91,2708.2,601.34,1386.46,20,2023,1,26,1/26/2023 20:00,2.8,2.8,0,11.18,48924.79,50139.379517
0.22,6198.01,312.83,106.99,3064.78,624.06,2089.35,21,2023,1,26,1/26/2023 21:00,8.5,0.5,8,8.43,49507.0,50376.779419
0.22,7891.06,367.41,167.49,3484.14,587.2,3284.82,22,2023,1,26,1/26/2023 22:00,4.9,4.9,0,9.28,48902.29,49793.599731
0.22,9797.89,355.45,369.05,3800.71,553.72,4718.96,23,2023,1,26,1/26/2023 23:00,13.0,13.0,0,13.22,47606.27,48164.970215
0.23,12095.83,342.42,543.67,3753.89,572.64,6883.21,24,2023,1,26,1/27/2023 0:00,18.2,18.2,0,33.88,46498.78,46557.540649
0.22,14220.83,289.01,626.13,3783.5,522.48,8999.71,1,2023,1,27,1/27/2023 1:00,23.9,23.9,0,27.1,45718.59,44927.25061
0.22,16190.37,213.01,750.68,3803.32,570.98,10852.38,2,2023,1,27,1/27/2023 2:00,29.2,29.2,0,28.15,45738.07,44449.599609
0.22,17690.33,207.89,1004.97,3784.15,649.88,12043.44,3,2023,1,27,1/27/2023 3:00,44.5,44.5,0,26.71,45998.62,44430.149902
0.22,18777.06,293.0,1346.14,3700.82,732.73,12704.37,4,2023,1,27,1/27/2023 4:00,54.7,54.7,0,21.5,46635.22,45015.210083
0.22,19640.57,388.3,1822.78,3355.81,730.23,13343.45,5,2023,1,27,1/27/2023 5:00,66.3,66.3,0,19.35,47987.35,46351.220215
0.24,19634.08,491.87,2154.4,2699.45,699.97,13588.39,6,2023,1,27,1/27/2023 6:00,74.5,74.5,0,15.59,50556.48,48982.090088
0.23,19998.96,425.21,2138.6,2437.84,719.29,14278.02,7,2023,1,27,1/27/2023 7:00,71.7,71.7,0,12.89,54438.98,52831.31958
119.27,20352.57,329.9,2081.85,2267.66,678.64,14994.52,8,2023,1,27,1/27/2023 8:00,58.1,58.1,0,11.93,55975.43,54886.979858
3168.26,18947.32,268.4,1938.93,1945.91,618.47,14175.61,9,2023,1,27,1/27/2023 9:00,42.9,42.9,0,9.66,54592.93,54038.890137
7774.6,15004.54,139.61,1673.75,1632.31,357.81,11201.06,10,2023,1,27,1/27/2023 10:00,38.3,30.3,8,7.89,52363.94,52066.4104
8720.41,14136.76,68.21,1488.04,1237.08,386.19,10957.24,11,2023,1,27,1/27/2023 11:00,50.5,42.5,8,7.45,50184.37,50037.839966
8557.01,14710.29,64.06,1645.33,929.05,343.43,11728.42,12,2023,1,27,1/27/2023 12:00,51.9,51.9,0,9.86,47866.08,48041.859619
8587.45,14196.77,29.59,1564.5,838.5,218.87,11545.31,13,2023,1,27,1/27/2023 13:00,45.0,45.0,0,13.86,46109.89,46217.930786
8525.41,13406.67,50.61,1482.23,876.16,152.89,10844.78,14,2023,1,27,1/27/2023 14:00,39.7,39.7,0,19.09,44864.37,44820.89978
8523.06,13508.86,154.38,1424.91,1232.62,135.02,10561.93,15,2023,1,27,1/27/2023 15:00,38.4,38.4,0,10.95,44039.02,43704.249878
8454.53,13758.42,324.21,1503.79,1548.68,184.69,10197.05,16,2023,1,27,1/27/2023 16:00,34.9,34.9,0,12.91,43570.77,43056.869507
6916.78,14391.91,530.76,1543.49,2047.37,237.58,10032.71,17,2023,1,27,1/27/2023 17:00,39.3,39.3,0,11.57,43786.56,43149.289795
1975.01,14839.86,524.93,1491.76,2368.93,304.61,10149.63,18,2023,1,27,1/27/2023 18:00,43.9,35.9,8,7.89,44787.82,44279.960083
23.51,17450.69,335.19,1793.67,3173.83,373.9,11774.1,19,2023,1,27,1/27/2023 19:00,49.5,49.5,0,13.3,46538.75,46173.979492
5.94,21084.74,317.1,2245.17,3645.92,494.64,14381.91,20,2023,1,27,1/27/2023 20:00,75.3,75.3,0,14.51,46895.43,46244.930542
0.28,21268.52,402.53,2296.93,3287.04,512.7,14769.32,21,2023,1,27,1/27/2023 21:00,74.0,74.0,0,11.43,46672.14,45816.859497
0.29,21762.33,337.67,2290.68,3676.1,539.11,14918.77,22,2023,1,27,1/27/2023 22:00,74.4,74.4,0,10.36,45969.09,45064.699463
0.27,22006.3,409.24,2315.78,3653.99,608.17,15019.12,23,2023,1,27,1/27/2023 23:00,73.0,73.0,0,10.64,44635.89,43710.629761
0.27,21775.01,432.5,2254.58,3627.43,507.47,14953.03,24,2023,1,27,1/28/2023 0:00,70.0,70.0,0,41.77,43077.73,42274.540771
0.25,21706.13,465.29,2211.55,3691.05,453.41,14884.83,1,2023,1,28,1/28/2023 1:00,70.3,70.3,0,19.87,41752.86,40857.719482
0.26,21776.51,535.95,2146.19,3712.83,431.73,14949.81,2,2023,1,28,1/28/2023 2:00,78.5,70.5,8,8.04,40813.09,39697.839355
0.24,21615.35,699.29,1983.72,3611.94,340.36,14980.04,3,2023,1,28,1/28/2023 3:00,75.6,67.6,8,6.92,40072.08,39061.849854
0.23,21255.06,548.34,1803.53,3650.77,303.85,14948.57,4,2023,1,28,1/28/2023 4:00,72.6,64.6,8,7.11,39798.48,38879.099854
0.24,21263.17,533.52,1716.29,3687.68,300.69,15024.99,5,2023,1,28,1/28/2023 5:00,67.9,67.9,0,9.31,39926.42,39062.139893
0.24,21224.34,396.65,1640.72,3508.16,327.58,15351.23,6,2023,1,28,1/28/2023 6:00,68.6,60.6,8,8.19,40522.83,39828.599243
0.24,20938.22,368.36,1465.69,3313.52,319.48,15471.17,7,2023,1,28,1/28/2023 7:00,52.0,44.0,8,7.47,41379.24,41047.009277
25.61,20642.85,481.47,1359.62,3241.35,333.31,15227.1,8,2023,1,28,1/28/2023 8:00,60.5,52.5,8,7.58,42595.79,42417.499756
1179.94,20007.72,579.54,1266.24,3119.43,461.44,14581.07,9,2023,1,28,1/28/2023 9:00,61.4,53.4,8,6.71,43872.53,43774.759521
3926.65,18274.16,742.48,1257.29,2564.91,547.9,13161.58,10,2023,1,28,1/28/2023 10:00,62.9,54.9,8,7.71,44954.39,44619.620483
5273.92,17363.63,1134.97,1416.82,2203.2,776.27,11832.37,11,2023,1,28,1/28/2023 11:00,51.7,51.7,0,9.35,44950.46,44752.320068
5292.82,17439.43,2042.84,1456.3,2441.59,770.53,10728.17,12,2023,1,28,1/28/2023 12:00,55.2,55.2,0,11.87,44534.34,44425.339478
5617.4,18551.21,2889.99,1446.69,2675.29,1004.65,10534.59,13,2023,1,28,1/28/2023 13:00,45.8,45.8,0,18.22,43615.13,43816.290283
5608.45,19179.27,3366.48,1293.69,2741.6,1168.22,10609.28,14,2023,1,28,1/28/2023 14:00,26.3,26.3,0,21.19,42548.62,43049.530396
5388.96,19158.57,3321.28,1333.63,2913.7,1179.03,10410.93,15,2023,1,28,1/28/2023 15:00,25.0,25.0,0,22.14,41762.39,42499.980347
5160.76,19067.12,2908.22,1415.56,3142.89,1143.46,10456.99,16,2023,1,28,1/28/2023 16:00,40.2,40.2,0,20.12,41471.3,42317.130493
4000.76,18670.48,2986.73,1601.77,2992.87,1282.75,9806.36,17,2023,1,28,1/28/2023 17:00,45.4,45.4,0,22.04,41088.57,42334.569824
1225.81,17066.64,2853.96,1718.12,2487.94,1434.0,8572.62,18,2023,1,28,1/28/2023 18:00,41.7,41.7,0,21.2,41264.18,42826.500366
17.75,17929.83,2792.81,1795.48,2680.72,1524.96,9135.86,19,2023,1,28,1/28/2023 19:00,39.2,39.2,0,18.19,42299.62,43738.06958
0.23,20419.43,2840.07,1895.45,3047.63,1968.01,10668.27,20,2023,1,28,1/28/2023 20:00,32.6,32.6,0,12.94,42237.35,43365.240356
0.25,22288.27,2817.57,1854.77,3119.28,2353.37,12143.28,21,2023,1,28,1/28/2023 21:00,42.9,42.9,0,11.14,41698.41,42507.269775
0.23,21791.75,2679.14,1922.34,2636.92,2276.76,12276.59,22,2023,1,28,1/28/2023 22:00,55.3,55.3,0,10.14,40755.49,41523.0
0.24,20700.77,2682.59,1731.66,2052.18,2114.45,12119.89,23,2023,1,28,1/28/2023 23:00,41.1,41.1,0,11.16,39384.64,40154.650146
0.26,20089.67,2495.71,1651.35,1894.82,1989.58,12058.21,24,2023,1,28,1/29/2023 0:00,31.4,31.4,0,25.09,38178.98,38710.899658
0.26,18396.73,2145.22,1696.32,1984.1,1587.6,10983.49,1,2023,1,29,1/29/2023 1:00,32.3,32.3,0,21.02,36772.16,37334.384583
0.24,16062.59,1633.76,1510.38,2077.29,1269.63,9571.53,2,2023,1,29,1/29/2023 2:00,35.3,35.3,0,15.34,35649.65,36021.029907
0.24,14300.07,1431.28,1224.34,2039.8,1488.91,8115.74,3,2023,1,29,1/29/2023 3:00,31.7,31.7,0,9.48,34945.47,35150.220703
0.21,12745.24,1329.18,908.13,1546.28,1474.13,7487.52,4,2023,1,29,1/29/2023 4:00,14.4,14.4,0,10.57,34617.27,34686.287964
0.21,13842.21,1627.12,602.83,1454.49,1388.13,8769.64,5,2023,1,29,1/29/2023 5:00,6.3,6.3,0,9.76,34502.39,34563.651489
0.24,15466.0,2226.4,825.03,1570.52,1169.22,9674.83,6,2023,1,29,1/29/2023 6:00,27.9,27.9,0,9.47,34930.05,35006.573853
0.24,14525.44,2301.05,719.68,1609.52,826.77,9068.42,7,2023,1,29,1/29/2023 7:00,45.5,45.5,0,12.74,35724.44,35990.163147
19.8,14141.09,2309.64,765.15,1393.38,526.23,9146.69,8,2023,1,29,1/29/2023 8:00,53.2,53.2,0,16.59,37097.5,37350.199463
548.76,15179.04,1922.68,873.66,868.35,329.39,11184.96,9,2023,1,29,1/29/2023 9:00,69.7,69.7,0,20.5,38726.65,39202.640137
1476.08,14597.1,1844.4,1120.41,1009.78,322.34,10300.17,10,2023,1,29,1/29/2023 10:00,52.4,52.4,0,19.79,41051.24,41258.960938
